GlobalID,Detection Date,Submission Date,Latitude,Longitude,Notes,Lab Status,note,note_length,kw_large,kw_yellow,kw_queen,month,delay_days,y,prob_img,has_image,num_images,risk_prior,risk_prior_log,prob_positive,mistake_prob
{FBF2BE7C-F85D-4D3F-8BB0-34AE5DE6C634},2020-06-07,2020-06-11,48.865377,-122.58746,I seen it from our deck flying next to our neighbors house.,Unverified,i seen it from our deck flying next to our neighbors house.,59,0,0,0,6,4,0,0.0031574199368516014,0,0,9.635013513396114,2.3641517193045303,0.8120806300266067,0.1879193699733933
{561EC992-ED9C-485A-82F0-1422DBA2DEB3},2020-06-11,2020-06-11,47.926495,-122.41903,Big and active,Negative ID,big and active,14,0,0,0,6,0,0,0.0031574199368516014,0,0,0.7080291167397956,0.5353401424926182,0.00012220250303056506,0.9998777974969695
{F8241B62-542A-46A4-897E-48CB8729EA4F},2020-06-11,2020-06-11,48.891581,-122.350758, ,Negative ID, ,1,0,0,0,6,0,0,0.0031574199368516014,0,0,8.99017484464383,2.3016020944736537,0.8970065194293426,0.10299348057065738
{7012BCA6-A315-432A-B435-517F11E11D42},2020-06-06,2020-06-12,46.411443,-117.04303,I was replacing sprinkler head and this came out of ground,Negative ID,i was replacing sprinkler head and this came out of ground,58,0,0,0,6,6,0,0.0031574199368516014,0,0,8.370353134745382e-21,8.370353134745382e-21,2.254215288181729e-18,1.0
{FC6E894B-F6DF-4FDC-853A-D7372D253988},2020-06-07,2020-06-12,48.777534,-122.418612, ,Positive ID, ,1,0,0,0,6,5,1,0.0031574199368516014,0,0,8.725276676137684,2.2747283390882673,0.8458285852152658,0.15417141478473417
{42C05D6A-A15F-44C4-8796-4EC1872E3D6C},2020-06-12,2020-06-12,47.185559,-121.959895,"Husband killed it,  was attacking a bee and had yellow markings very large.  Found multiple dead bees on the ground",Negative ID,"husband killed it,  was attacking a bee and had yellow markings very large.  found multiple dead bees on the ground",115,1,1,0,6,0,0,0.0031574199368516014,0,0,0.003367412454137179,0.0033617554169799117,3.138652365612296e-10,0.9999999996861347
{156FBF29-48E2-4958-B1AA-9B0D8168ABC3},2020-06-11,2020-06-12,49.00222,-122.738239,"We saw this insect dead on the cement near 0Ave and 173rd Street in Surrey, BC",Negative ID,"we saw this insect dead on the cement near 0ave and 173rd street in surrey, bc",78,0,0,0,6,1,0,0.0031574199368516014,0,0,9.610609079233726,2.3618543571265467,0.9036539936450237,0.09634600635497625
{1D652AD7-DBA2-44CD-95E7-74F9C641076F},2020-06-10,2020-06-12,48.950061,-122.78254,I am 99% sure that I saw a Asian Giant Hornet yesterday around 5:30 pm in my backyard hovering around the blackberry bushes. I didn't have my phone with me to snap a picture so I ran in the house to grab it and didn't see it again when I returned. Is the,Unverified,i am 99% sure that i saw a asian giant hornet yesterday around 5:30 pm in my backyard hovering around the blackberry bushes. i didn't have my phone with me to snap a picture so i ran in the house to grab it and didn't see it again when i returned. is the,254,0,0,0,6,2,0,0.0031574199368516014,0,0,9.528216554227273,2.3540589437319084,0.05128845424711733,0.9487115457528826
{AAD2CBA5-AA22-4D81-B297-7BA787CD791A},2020-06-11,2020-06-12,47.689835,-122.351148,"Single one next to my doorbell, brushed it away with a piece of cardboard and it fell onto my porch, was moving very slowly and I brushed it into the bushes. Tried to find it this evening but not there anymore.",Unverified,"single one next to my doorbell, brushed it away with a piece of cardboard and it fell onto my porch, was moving very slowly and i brushed it into the bushes. tried to find it this evening but not there anymore.",210,0,0,0,6,1,0,0.0031574199368516014,0,0,0.18580101042702207,0.17041850439653725,2.95499434152388e-08,0.9999999704500566
{E0B6D7F0-BFC7-4F10-B041-DDF18A0B61B3},2020-06-12,2020-06-12,47.496086,-122.187515,I was sitting on back porch and something big buzzed passed me. I looked up and this HUGE hornet was flying around my yard. I've seen these on t.v and internet. I'm positive this was a murder hornet!,Unverified,i was sitting on back porch and something big buzzed passed me. i looked up and this huge hornet was flying around my yard. i've seen these on t.v and internet. i'm positive this was a murder hornet!,199,0,0,0,6,0,0,0.0031574199368516014,0,0,0.04689952315779208,0.045832960862881335,5.01368947582386e-09,0.9999999949863105
{6BFE557F-A90C-47FA-A025-2892708DABCC},2020-06-11,2020-06-12,47.986131,-122.124511,Not certain to identity of insect but very large,Negative ID,not certain to identity of insect but very large,48,1,0,0,6,1,0,0.0031574199368516014,0,0,0.7747308983814208,0.5736488048882668,5.1687055911105384e-06,0.9999948312944089
{227BF2E4-52F4-4F91-A5A2-A9B43CA5749C},2020-06-12,2020-06-12,47.986015,-122.124337, ,Unverified, ,1,0,0,0,6,0,0,0.0031574199368516014,0,0,0.7721925786608945,0.5722175249803233,9.091751223436393e-05,0.9999090824877657
{02403762-4DFB-404C-823F-4F622BD7B3EB},2020-05-24,2020-06-12,48.790794,-122.418254,"Went out to my garden and it was resting on my spinach leaves. Very long and narrow. What caught my eye was how orange it was. I made note of it but didn't report it as I had no picture. But, apparently there was a confirmed sighting very close to my hou",Unverified,"went out to my garden and it was resting on my spinach leaves. very long and narrow. what caught my eye was how orange it was. i made note of it but didn't report it as i had no picture. but, apparently there was a confirmed sighting very close to my hou",254,0,0,0,5,19,0,0.0031574199368516014,0,0,9.014884853801675,2.3040724716779146,0.0038318288175629455,0.9961681711824371
{51F344F3-E3B9-42C8-BF7C-E6BBA9BF3345},2019-08-15,2020-06-12,48.721109,-122.328668,I was driving and didn’t notice it in my car till I got home. I knew it was a some sort of wasp or bee by how it looked but spent a lot of time trying to find something that matched it online. What made this insect stand out to me was that it’s mouth,Unverified,i was driving and didn’t notice it in my car till i got home. i knew it was a some sort of wasp or bee by how it looked but spent a lot of time trying to find something that matched it online. what made this insect stand out to me was that it’s mouth,250,0,0,0,8,302,0,0.0031574199368516014,0,0,9.982840008719451,2.396334055525332,0.004103654753464912,0.9958963452465351
{969E3B3E-657B-4FD4-AEC5-CFA01C11EC77},2020-04-29,2020-06-12,47.133712,-122.431896,Was driving through Parkland Washington and it hit the windshield as I was doing about 30mph. It stayed on the hood of my truck for about 3 miles at 35mph. Drove to my nearest pest agent and they had no body there that could get it off my hood. At that t,Negative ID,was driving through parkland washington and it hit the windshield as i was doing about 30mph. it stayed on the hood of my truck for about 3 miles at 35mph. drove to my nearest pest agent and they had no body there that could get it off my hood. at that t,254,0,0,0,4,44,0,0.0031574199368516014,0,0,0.0032328170138813724,0.0032276026958937103,1.963252358887625e-10,0.9999999998036747
{059D6B7A-D8F5-4A5F-8C4A-332A292EE409},2020-05-18,2020-06-12,48.90749,-122.355099,"Didn't notice the orange face, so not sure. Measured 1 1/4 inches. Large hook shaped stinger.",Negative ID,"didn't notice the orange face, so not sure. measured 1 1/4 inches. large hook shaped stinger.",93,1,0,0,5,25,0,0.0031574199368516014,0,0,9.400926431934694,2.3418948821736607,0.12010888702190226,0.8798911129780977
{E9935752-F9DE-4F34-918F-A586F7A237E7},2020-06-06,2020-06-12,48.992578,-122.252462,Not very active.  Found on porch,Unverified,not very active.  found on porch,32,0,0,0,6,6,0,0.0031574199368516014,0,0,8.606421571843235,2.262431788584387,0.7910789668599586,0.2089210331400414
{2D909870-3869-4F56-A523-6525F6D24B34},2020-06-07,2020-06-12,46.97082,-119.34974,"Potholes State Park Campground we found 2 just at our site (66). Very large, 1 was slower than the other, and could not catch due to child near me with severe allergies.",Unverified,"potholes state park campground we found 2 just at our site (66). very large, 1 was slower than the other, and could not catch due to child near me with severe allergies.",169,1,0,0,6,5,0,0.0031574199368516014,0,0,1.1823298908201236e-08,1.182329883830604e-08,2.6996431969222734e-15,0.9999999999999973
{89025798-7CB9-42CB-A749-305D2AF9275B},2019-07-11,2020-06-12,47.858725,-119.1216, ,Unverified, ,1,0,0,0,7,337,0,0.0031574199368516014,0,0,1.6177830744654048e-06,1.6177817658557782e-06,7.48379250725227e-11,0.9999999999251621
{C6845E62-9F88-42B0-90FD-489BCC92BCDE},2020-06-09,2020-06-12,47.66821,-117.10087,On m’y porch very big and scary I tried to get a picture and my phone was dead,Unverified,on m’y porch very big and scary i tried to get a picture and my phone was dead,78,0,0,0,6,3,0,0.0031574199368516014,0,0,2.082497914020807e-15,2.082497914020805e-15,1.5761131974252394e-15,0.9999999999999984
{D3B1F408-DEC3-4DB6-858D-EB537FA3E229},2020-06-08,2020-06-12,47.9796,-122.35803,It was by itself & locked in our office building & seemed like it was dying,Unverified,it was by itself & locked in our office building & seemed like it was dying,75,0,0,0,6,4,0,0.0031574199368516014,0,0,0.8992782389788329,0.6414739397802379,3.2227441601167134e-05,0.9999677725583989
{A20C88C4-CCFC-46F5-B454-FAA778DABA55},2020-11-20,2020-06-12,48.77371,-122.360487,It was in my house.  I trapped it against a window.  Now it is dead.,Negative ID,it was in my house.  i trapped it against a window.  now it is dead.,68,0,0,0,11,0,0,0.0031574199368516014,0,0,4.998892963946989,1.791574946195892,0.2791333933647505,0.7208666066352495
{517CB5E4-4281-48E8-B94C-003DB119A5B8},2020-06-12,2020-06-12,48.792621,-122.507298,theres been plentybof hives as of almost 2 yrs ago spotted at several of the buildings. manager has failed to take down all of them but did have 1 sprayed but i believe they are tha Asian giant hornet. they are huge in size and very aggressive children h,Unverified,theres been plentybof hives as of almost 2 yrs ago spotted at several of the buildings. manager has failed to take down all of them but did have 1 sprayed but i believe they are tha asian giant hornet. they are huge in size and very aggressive children h,254,0,0,0,6,0,0,0.0031574199368516014,0,0,8.98688662815795,2.3012728952548347,0.006748618313279812,0.9932513816867202
{57878267-17E2-4283-A196-F92EDE7663AA},2019-06-19,2020-06-12,48.316977,-121.355142,"about a year ago, Boulder Lk trailhead, Tenas Cr Rd off the Suiattle River.  I marveled at the head for a minute before it flew off.  I have a state cert as a Home Inspector, I looked closely at this.  I also believe I saw two Long Horn Beetles there a c",Unverified,"about a year ago, boulder lk trailhead, tenas cr rd off the suiattle river.  i marveled at the head for a minute before it flew off.  i have a state cert as a home inspector, i looked closely at this.  i also believe i saw two long horn beetles there a c",254,0,0,0,6,359,0,0.0031574199368516014,0,0,0.829767858502341,0.6041891055293628,1.8033680302496107e-08,0.9999999819663197
{FDD2DEC0-0CB8-4FEB-8AE6-BF5A70534E5D},2020-11-20,2020-06-12,48.830623,-122.538817,"Large bodied, with striping bumping against the window for a minute or more. The window was on the right side of the Whatcom County Library System Administrative Services building. I’ve worked there for 3 years and have never seen an insect that large",Unverified,"large bodied, with striping bumping against the window for a minute or more. the window was on the right side of the whatcom county library system administrative services building. i’ve worked there for 3 years and have never seen an insect that large",251,1,0,0,11,0,0,0.0031574199368516014,0,0,5.5509624808445075,1.8796119824923843,0.0016260474939519761,0.998373952506048
{63334225-E4CA-4A70-B152-18E5F9636275},2020-06-12,2020-06-12,46.211139,-119.805043,I’m sure I’ve seen one twice this month in my yard!  Have a couple videos but not clear..,Negative ID,i’m sure i’ve seen one twice this month in my yard!  have a couple videos but not clear..,89,0,0,0,6,0,0,0.0031574199368516014,0,0,4.413968514279411e-11,4.413968514181995e-11,1.0586516448641537e-14,0.9999999999999895
{9FF8CFA6-B32A-41E4-8753-2CC6F24E1FC1},2020-06-01,2020-06-12,48.760676,-122.208709,We have a dairy farm out near Acme Washington.  I was showing my kids the pictures of these and my 15 year old told me he thought he saw one out here a couple days ago.    He said he was in the cab tractor and the biggest 'bee' he had ever seen flew in t,Unverified,we have a dairy farm out near acme washington.  i was showing my kids the pictures of these and my 15 year old told me he thought he saw one out here a couple days ago.    he said he was in the cab tractor and the biggest 'bee' he had ever seen flew in t,254,0,0,0,6,11,0,0.0031574199368516014,0,0,7.607902275114876,2.152680650556992,0.0011237399333545433,0.9988762600666454
{000F804E-2BA9-4838-8E5C-398EE12275E1},2020-04-23,2020-06-12,47.309925,-122.305768,I though it was a queen wasp and looked for a swarm killed it and no photo,Unverified,i though it was a queen wasp and looked for a swarm killed it and no photo,74,0,0,1,4,50,0,0.0031574199368516014,0,0,0.013311341301940966,0.013223523851956192,5.5961124624648656e-08,0.9999999440388754
{259AADEA-CE63-4151-B4A2-11F75F79FD10},2019-05-02,2020-06-12,47.626955,-122.539736,I saw this over a year ago on bainbridge island. It was massive. I took a picture but forgot about it. Please let me know if this looks like an asian giant hornet.,Negative ID,i saw this over a year ago on bainbridge island. it was massive. i took a picture but forgot about it. please let me know if this looks like an asian giant hornet.,163,0,0,0,5,407,0,0.0031574199368516014,0,0,0.16217488372571645,0.1502931494510889,8.383339820470294e-08,0.9999999161666018
{4D9D0A3F-AC07-407B-9E21-3C9FACC1657A},2020-06-11,2020-06-12,47.138573,-124.097473,"Seen near water on our property. Unable to get a photo, bright orange with black stripes, about 1.5 in long, hovering around dandelions then flew away.  Our land borders Carlisle bog natural area",Unverified,"seen near water on our property. unable to get a photo, bright orange with black stripes, about 1.5 in long, hovering around dandelions then flew away.  our land borders carlisle bog natural area",195,0,0,0,6,1,0,0.0031574199368516014,0,0,0.0002672634471723298,0.00026722773865947775,9.225518711114036e-07,0.9999990774481289
{A45C1484-59D0-4092-A857-10D7E0CC06A6},2020-06-12,2020-06-12,48.706893,-122.485343,"Found dead in the grass, do not think it's an Asian hornet as looks more black in the back and maybe not big enough.  But this is an unusual looking hornet so we thought we should do a report.",Negative ID,"found dead in the grass, do not think it's an asian hornet as looks more black in the back and maybe not big enough.  but this is an unusual looking hornet so we thought we should do a report.",192,0,0,0,6,0,0,0.0031574199368516014,0,0,8.179903223097261,2.2170166624305625,0.01704116641369038,0.9829588335863096
{889690EF-5A39-479A-8BD8-C605260EB7E8},2020-06-11,2020-06-13,47.6261,-122.734202,I have at least 3 of these on the edge of my yard on June 10th.  They were flying so I could not get a picture.  At first I thought they were bumble bees but the color was copper not yellow and were larger than any other bees that I have seen.,Unverified,i have at least 3 of these on the edge of my yard on june 10th.  they were flying so i could not get a picture.  at first i thought they were bumble bees but the color was copper not yellow and were larger than any other bees that i have seen.,243,1,1,0,6,2,0,0.0031574199368516014,0,0,0.1282717386509561,0.12068702712274276,2.5099629575218718e-09,0.9999999974900371
{22CB2B5C-9636-4C1A-9E12-E42AC8C5AFCA},2020-06-13,2020-06-13,46.43015,-124.027376,"Large yellow jacket type of wasp found while clearing land in Pacific County, not sure if it’s a Murder Horner",Negative ID,"large yellow jacket type of wasp found while clearing land in pacific county, not sure if it’s a murder horner",110,1,1,0,6,0,0,0.0031574199368516014,0,0,1.8122927438046192e-07,1.8122925795843898e-07,1.393340168267814e-08,0.9999999860665983
{8F1D9801-B573-46C9-8915-2501DA738370},2020-06-05,2020-06-13,47.789125,-122.504333,1-6” long,Negative ID,1-6” long,9,0,0,0,6,8,0,0.0031574199368516014,0,0,0.3540539459508018,0.30310301560985825,4.255313962871782e-05,0.9999574468603712
{097DD330-AD06-44E9-AEEB-3701E3A54F8F},2020-05-06,2020-06-13,47.772441,-122.18546,Large Orange hornet at the Bee Site at the North Creek Parkway office complex.  i emailed the company that owns the bees.,Unverified,large orange hornet at the bee site at the north creek parkway office complex.  i emailed the company that owns the bees.,121,1,0,0,5,38,0,0.0031574199368516014,0,0,0.28121338364855525,0.24780758488044308,6.783818634329086e-08,0.9999999321618137
{9A1BF7F0-5376-475A-A97F-9F5021E11887},2020-06-09,2020-06-13,47.40376,-122.460029,"Bee/hornet was alive and I got very close.  Estimated 1"" head to tail.  Wing tips were about 1.25"" tip to tip in position shown.  Found on Vashon Island, WA",Negative ID,"bee/hornet was alive and i got very close.  estimated 1"" head to tail.  wing tips were about 1.25"" tip to tip in position shown.  found on vashon island, wa",156,0,0,0,6,4,0,0.0031574199368516014,0,0,0.027996903689650073,0.02761215505338879,2.699258675757891e-08,0.9999999730074133
{C4C40CAA-8B91-400B-987B-2AC11096CB4D},2020-06-13,2020-06-13,48.854729,-122.28489,Large bee in Everson Wa,Negative ID,large bee in everson wa,23,1,0,0,6,0,0,0.0031574199368516014,0,0,8.458472486396486,2.246910899243364,0.3484614835053865,0.6515385164946135
{18760444-1C55-4A89-BF2E-F3DD12087880},2020-06-06,2020-06-13,48.805788,-122.68008,"It was on our porch. We killed it but did not keep it. Not sure it was a ""murder"" hornet",Negative ID,"it was on our porch. we killed it but did not keep it. not sure it was a ""murder"" hornet",88,0,0,0,6,7,0,0.0031574199368516014,0,0,9.260584625974305,2.3283098192083767,0.6320109608464517,0.3679890391535483
{6AFC6E8B-96E0-4F9E-93D0-1EEAA5CDED53},2020-06-13,2020-06-13,46.108127,-120.389401, ,Unverified, ,1,0,0,0,6,0,0,0.0031574199368516014,0,0,2.5083290644648564e-10,2.508329064150271e-10,6.694235364231066e-13,0.9999999999993305
{5744EBF3-A363-4329-A7FF-E1BE8FF7BBA2},2020-06-01,2020-06-13,48.774065,-122.5013,Saw clearly at our sunroom window. Hornet was above a rhododendum bush that was teeming with honey bees. We were mes erized by it's size. No picture though but it was clear that it was the hornet to us.,Unverified,saw clearly at our sunroom window. hornet was above a rhododendum bush that was teeming with honey bees. we were mes erized by it's size. no picture though but it was clear that it was the hornet to us.,202,0,0,0,6,12,0,0.0031574199368516014,0,0,9.016313467848875,2.3042151105781623,0.02564552725846605,0.974354472741534
{DC8F4FF7-5706-4FBF-8DC2-D194E0099F3A},2020-06-13,2020-06-13,47.041687,-122.959724,It appeared to be dead on my deck. I gave it a wack before placing in bag because I’m very allergic to bees,Negative ID,it appeared to be dead on my deck. i gave it a wack before placing in bag because i’m very allergic to bees,107,0,0,0,6,0,0,0.0031574199368516014,0,0,0.0011518397076027368,0.0011511768492023214,9.072343446944215e-08,0.9999999092765656
{7FE8423D-720F-434A-9210-D57281752D9A},2020-06-13,2020-06-13,48.874941,-122.634459,It was run over in the driveway,Unverified,it was run over in the driveway,31,0,0,0,6,0,0,0.0031574199368516014,0,0,9.553721558419552,2.356478552071451,0.9219737795455818,0.0780262204544182
{18DEFDCB-A7C7-48FC-A465-9CC8F85D94C2},2020-06-13,2020-06-13,48.71261,-122.49739,100 acre wood Bellingham wa,Unverified,100 acre wood bellingham wa,27,0,0,0,6,0,0,0.0031574199368516014,0,0,8.244044443559009,2.22397950022825,0.6774907079475511,0.32250929205244894
{908761C6-67AB-4547-BEDE-671099FA23F7},2020-06-13,2020-06-13,47.896681,-122.237852,Hornet around flower box,Unverified,hornet around flower box,24,0,0,0,6,0,0,0.0031574199368516014,0,0,0.5488707478937921,0.437526115663877,2.8615729620577646e-05,0.9999713842703795
{9BF3A794-84EE-443F-9330-0774187D01F2},2020-06-14,2020-06-14,47.771731,-122.22176,"Found it dead on our sidewalk, we have it in our garage",Negative ID,"found it dead on our sidewalk, we have it in our garage",55,0,0,0,6,0,0,0.0031574199368516014,0,0,0.27546004633293353,0.24330693418355312,2.9770151706020446e-06,0.9999970229848294
{34A4CF30-8011-4026-B034-5FB87C1B68DE},2020-06-13,2020-06-14,47.256264,-122.214568, ,Negative ID, ,1,0,0,0,6,1,0,0.0031574199368516014,0,0,0.007791566936276237,0.007761369434427112,3.686830574018331e-07,0.9999996313169426
{771EAA5F-D162-4B9D-8C7E-D102C7611FC5},2020-06-10,2020-06-14,47.833951,-117.825891,This was 2” long,Negative ID,this was 2” long,16,0,0,0,6,4,0,0.0031574199368516014,0,0,1.541396271689931e-11,1.5413962716780517e-11,3.5317373336272887e-13,0.9999999999996468
{5F62F505-E2BE-453A-9FBC-38BBCC1CD103},2020-06-14,2020-06-14,46.301642,-119.371329,"It isn't 2 inches but close, has a fuzzy butt, and huge mandibles. Not like I have ever seen on a paper wasp. It was laying there dying. I will keep it for you.",Negative ID,"it isn't 2 inches but close, has a fuzzy butt, and huge mandibles. not like i have ever seen on a paper wasp. it was laying there dying. i will keep it for you.",160,0,0,0,6,0,0,0.0031574199368516014,0,0,8.510554939415819e-12,8.510554939379604e-12,4.479811494711187e-16,0.9999999999999996
{71DBFC9D-B994-44CB-9319-76D6281AAF94},2020-06-14,2020-06-14,46.250325,-119.296151,Found on gravel road by our house,Negative ID,found on gravel road by our house,33,0,0,0,6,0,0,0.0031574199368516014,0,0,2.616299007889234e-12,2.6162990078858116e-12,9.460686616470432e-15,0.9999999999999906
{1756828E-67B0-4795-BF6F-992DAC0B3920},2020-06-11,2020-06-14,48.7835,-122.52266,I saw a giant hornet in the foxgloves in Canterbury Court apartment complex in Whatcom county.   I did not have my phone with me.  But it's size and color was astonishing.,Unverified,i saw a giant hornet in the foxgloves in canterbury court apartment complex in whatcom county.   i did not have my phone with me.  but it's size and color was astonishing.,171,0,0,0,6,3,0,0.0031574199368516014,0,0,8.96468889480613,2.299047733388763,0.06718538318513508,0.9328146168148649
{274267FD-22E9-4D67-86DA-2FCBA798A2B2},2020-06-14,2020-06-14,47.597336,-122.300207,I saw it out the window on the tree about 12 feet away. It was maybe 2 inches long and just hovered a moment and moved on.,Unverified,i saw it out the window on the tree about 12 feet away. it was maybe 2 inches long and just hovered a moment and moved on.,122,0,0,0,6,0,0,0.0031574199368516014,0,0,0.10005222616353016,0.09535765700774657,1.4080049881419668e-07,0.9999998591995012
{FFAB9655-A203-47D6-BAFB-BFB0818E7CDD},2020-06-14,2020-06-14,47.287735,-116.936844,Moving very slowly down driveway under a huge tree very close to my mailbox . Which is 3/4 of a mile from my house,Negative ID,moving very slowly down driveway under a huge tree very close to my mailbox . which is 3/4 of a mile from my house,114,0,0,0,6,0,0,0.0031574199368516014,0,0,1.8126009969475836e-17,1.8126009969475836e-17,3.782003817106617e-17,1.0
{05561194-9CB6-4857-8626-DA2CED599AEE},2020-06-14,2020-06-14,47.737018,-122.249162,"Upon looking at the pictures of native species on your website, it looks like a baled-faced hornet. I have never even seen that kind of hornet either so I've attached a photo anyways, just in case.",Negative ID,"upon looking at the pictures of native species on your website, it looks like a baled-faced hornet. i have never even seen that kind of hornet either so i've attached a photo anyways, just in case.",197,0,0,0,6,0,0,0.0031574199368516014,0,0,0.2299765979548629,0.20699514315037149,4.25354398522204e-08,0.9999999574645602
{652D69E0-D404-4239-B2C7-279581E7D973},2020-06-14,2020-06-14,46.925734,-122.436726,"Changing out my air filter in my truck and this guy was stuck in there. I travel from Roy, WA. to McChord Air Force base daily, so it could have been anywhere in-between. The insect has a large stinger, is bigger than a quarter. No obvious orange, howeve",Negative ID,"changing out my air filter in my truck and this guy was stuck in there. i travel from roy, wa. to mcchord air force base daily, so it could have been anywhere in-between. the insect has a large stinger, is bigger than a quarter. no obvious orange, howeve",254,1,0,0,6,0,0,0.0031574199368516014,0,0,0.00045436596125753107,0.0004542627683012176,2.1807801940862798e-11,0.9999999999781922
{19DD7DC1-D66E-4BB6-B6A2-9F81090B1E4E},2020-06-14,2020-06-14,47.399111,-122.183145,i think its one of those killer bees,Unverified,i think its one of those killer bees,36,0,0,0,6,0,0,0.0031574199368516014,0,0,0.02306115310341625,0.022799263387551717,2.783499965552277e-07,0.9999997216500034
{0258F644-F8FF-48F6-9B5C-8902259012FC},2020-06-14,2020-06-14,47.689009,-121.949504,Actually appears to be an elm sawfly. Please verify,Negative ID,actually appears to be an elm sawfly. please verify,51,0,0,0,6,0,0,0.0031574199368516014,0,0,0.12719242407191012,0.11972996056476336,5.062361697894916e-07,0.9999994937638302
{CC649C4C-BB1A-4AFD-83C6-A6F0975DC8A3},2020-06-15,2020-06-15,47.619312,-122.353507,"Repeatedly tapping into the window as if trying to get through, then flew off.",Unverified,"repeatedly tapping into the window as if trying to get through, then flew off.",78,0,0,0,6,0,0,0.0031574199368516014,0,0,0.11832887764780567,0.11183549752805057,7.174670757549171e-07,0.9999992825329242
{8059DAD5-4BB7-40A8-8DF6-E14557D6930D},2020-06-14,2020-06-15,46.918502,-123.015297,"Found this bee(?) in our garden. Not sure what kind it is, but is about an inch long. Could this be an asian hornet?",Negative ID,"found this bee(?) in our garden. not sure what kind it is, but is about an inch long. could this be an asian hornet?",116,0,0,0,6,1,0,0.0031574199368516014,0,0,0.0003376867372401511,0.0003376297339063826,4.3891880626085986e-08,0.9999999561081194
{DE6A95B2-2A37-4E48-B02D-5F39831B16F7},2020-06-15,2020-06-15,47.713131,-122.355548,Found it hurt on its back on my patio trying to fly,Negative ID,found it hurt on its back on my patio trying to fly,51,0,0,0,6,0,0,0.0031574199368516014,0,0,0.21200840232370077,0.19227882023340645,3.393538760928313e-06,0.9999966064612391
{0C852A4E-8ADD-46D1-8895-D8D9305D03AB},2020-05-13,2020-06-15,48.725687,-122.489292,I was indoors when i heard a loud thud on the window and saw a very large hornet.,Unverified,i was indoors when i heard a loud thud on the window and saw a very large hornet.,81,1,0,0,5,33,0,0.0031574199368516014,0,0,8.752862967998709,2.2775608796500886,0.08640387894557479,0.9135961210544252
{7A19FB8F-D8D4-4EF2-A18B-1F7C4B7B16F8},2020-06-14,2020-06-15,47.737396,-122.170982,While walking I noticed a very large hornet looking bug that may have been stepped on. The pic shows my shoe for reference size. I wear an 8.5 women’s shoe.,Negative ID,while walking i noticed a very large hornet looking bug that may have been stepped on. the pic shows my shoe for reference size. i wear an 8.5 women’s shoe.,156,1,0,0,6,1,0,0.0031574199368516014,0,0,0.21672955289841203,0.1961665649043106,2.1196250873240273e-08,0.9999999788037491
{28F0C10D-ED14-4185-B707-74B936C2B6F6},2020-06-12,2020-06-15,47.887989,-119.942044,nearly dead in a pool,Negative ID,nearly dead in a pool,21,0,0,0,6,3,0,0.0031574199368516014,0,0,0.0003577845451745102,0.00035772055554667226,1.2208634557676656e-09,0.9999999987791366
{7F3B6DB6-2ED4-4415-8DC2-3F03EC88F353},2019-09-30,2020-06-15,48.993892,-122.702242,Insects observed late Sept or early Oct,Positive ID,insects observed late sept or early oct,39,0,0,0,9,259,1,0.0031574199368516014,0,0,12.857064334541205,2.628795162852514,0.9883025662982022,0.011697433701797766
{C243E607-88EF-48D8-BC24-ED6B7F7B7F30},2020-06-15,2020-06-15,47.493148,-122.148916,It was sitting on my patio door,Unverified,it was sitting on my patio door,31,0,0,0,6,0,0,0.0031574199368516014,0,0,0.044063070132218565,0.043119899639756126,5.049348833615576e-07,0.9999994950651167
{8A832F6C-89B0-4C31-B68D-C68485425834},2020-06-15,2020-06-16,47.379685,-122.949351,"attached is video from security camera at our recreation property.  Can't tell for sure, but thought I should report it.",Negative ID,"attached is video from security camera at our recreation property.  can't tell for sure, but thought i should report it.",120,0,0,0,6,1,0,0.0031574199368516014,0,0,0.01987339879123453,0.01967850076067703,4.0880324038816535e-07,0.9999995911967596
{C0ECD91E-7C53-4D1F-92C7-069314E57588},2020-06-16,2020-06-16,47.115216,-122.300735,Could be an elmsaw fly but I just want to be sure,Negative ID,could be an elmsaw fly but i just want to be sure,49,0,0,0,6,0,0,0.0031574199368516014,0,0,0.0024722365899201328,0.002469185640453205,5.90434185543084e-08,0.9999999409565814
{6DFBCA80-2A0C-4D2A-8629-D0A0950F60A7},2020-06-16,2020-06-16,48.95876,-122.44122,Bender Field Lynden wa,Negative ID,bender field lynden wa,22,0,0,0,6,0,0,0.0031574199368516014,0,0,9.384818382821726,2.3403449687612587,0.9170810066179828,0.08291899338201725
{0AE156AF-7EF0-4156-9766-5C16F11E29AC},2020-06-15,2020-06-16,47.666042,-117.288787, ,Negative ID, ,1,0,0,0,6,1,0,0.0031574199368516014,0,0,1.749977258274644e-14,1.7499772582746285e-14,2.8412763637336215e-14,0.9999999999999716
{CFDFE655-88D7-439E-8358-1E04E665E1A2},2020-06-16,2020-06-16,48.1212,-122.77263,It was about an inch to an inch and a half long. Based on the pictures you have I think it might’ve been a paper wasp but it was much larger than other bees that I see.,Negative ID,it was about an inch to an inch and a half long. based on the pictures you have i think it might’ve been a paper wasp but it was much larger than other bees that i see.,168,1,0,0,6,0,0,0.0031574199368516014,0,0,1.6818084677074618,0.9864913683300665,1.585625348779784e-05,0.9999841437465122
